ds,trend,confirmed,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,holidays,holidays_lower,holidays_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,country
3/22/2021,1999.023987,6436,5875,6972,1999.023987,1999.023987,0,0,0,0,0,0,2.21948136,2.21948136,2.21948136,2.21948136,2.21948136,2.21948136,Netherlands
3/23/2021,2037.177005,6181,5612,6778,2037.177005,2037.177005,0,0,0,0,0,0,2.033943935,2.033943935,2.033943935,2.033943935,2.033943935,2.033943935,Netherlands
3/24/2021,2075.330023,7074,6464,7674,2068.870941,2078.488816,0,0,0,0,0,0,2.408808237,2.408808237,2.408808237,2.408808237,2.408808237,2.408808237,Netherlands
3/25/2021,2113.483041,7832,7179,8447,2085.572602,2125.745638,0,0,0,0,0,0,2.705763314,2.705763314,2.705763314,2.705763314,2.705763314,2.705763314,Netherlands
3/26/2021,2151.636059,8165,7511,8822,2101.467346,2180.043111,0,0,0,0,0,0,2.794795012,2.794795012,2.794795012,2.794795012,2.794795012,2.794795012,Netherlands
3/27/2021,2189.789077,7947,7245,8628,2114.584186,2233.902605,0,0,0,0,0,0,2.62931945,2.62931945,2.62931945,2.62931945,2.62931945,2.62931945,Netherlands
3/21/2021,1.362221492,4,-4,12,1.362221492,1.362221492,0,0,0,0,0,0,2.112889058,2.112889058,2.112889058,2.112889058,2.112889058,2.112889058,New Zealand
3/22/2021,1.357761015,4,-3,13,1.357761015,1.357761015,0,0,0,0,0,0,1.996451715,1.996451715,1.996451715,1.996451715,1.996451715,1.996451715,New Zealand
3/23/2021,1.353300537,4,-4,11,1.353287735,1.353300537,0,0,0,0,0,0,1.637360932,1.637360932,1.637360932,1.637360932,1.637360932,1.637360932,New Zealand
3/24/2021,1.34884006,3,-5,12,1.312795741,1.366573593,0,0,0,0,0,0,1.58848768,1.58848768,1.58848768,1.58848768,1.58848768,1.58848768,New Zealand
3/25/2021,1.344379583,4,-4,13,1.218354193,1.429973315,0,0,0,0,0,0,2.129953955,2.129953955,2.129953955,2.129953955,2.129953955,2.129953955,New Zealand
3/26/2021,1.339919106,4,-5,13,1.116691763,1.492747894,0,0,0,0,0,0,1.934825206,1.934825206,1.934825206,1.934825206,1.934825206,1.934825206,New Zealand
3/27/2021,1.335458629,4,-4,12,1.011703903,1.557221357,0,0,0,0,0,0,2.040441683,2.040441683,2.040441683,2.040441683,2.040441683,2.040441683,New Zealand
3/17/2021,10.15928052,16,-26,54,10.15928052,10.15928052,0,0,0,0,0,0,0.58069142,0.58069142,0.58069142,0.58069142,0.58069142,0.58069142,Nicaragua
3/18/2021,10.11440307,7,-33,45,10.11440307,10.11440307,0,0,0,0,0,0,-0.273953213,-0.273953213,-0.273953213,-0.273953213,-0.273953213,-0.273953213,Nicaragua
3/19/2021,10.06952562,6,-35,46,10.0685868,10.07038327,0,0,0,0,0,0,-0.378179417,-0.378179417,-0.378179417,-0.378179417,-0.378179417,-0.378179417,Nicaragua
3/20/2021,10.02464817,5,-35,44,9.939251809,10.11908014,0,0,0,0,0,0,-0.4997794,-0.4997794,-0.4997794,-0.4997794,-0.4997794,-0.4997794,Nicaragua
3/21/2021,9.979770719,7,-32,46,9.802038441,10.21881637,0,0,0,0,0,0,-0.299207953,-0.299207953,-0.299207953,-0.299207953,-0.299207953,-0.299207953,Nicaragua
3/22/2021,9.934893268,12,-26,53,9.6382263,10.33592469,0,0,0,0,0,0,0.246163684,0.246163684,0.246163684,0.246163684,0.246163684,0.246163684,Nicaragua
3/23/2021,9.890015818,41,0,84,9.390593586,10.45029497,0,0,0,0,0,0,3.136477168,3.136477168,3.136477168,3.136477168,3.136477168,3.136477168,Nicaragua
3/21/2021,14.19707871,23,-141,196,14.19707871,14.19707871,0,0,0,0,0,0,0.647099379,0.647099379,0.647099379,0.647099379,0.647099379,0.647099379,Nigeria
3/22/2021,3.815204237,7,-155,167,3.815204237,3.815204237,0,0,0,0,0,0,0.808622257,0.808622257,0.808622257,0.808622257,0.808622257,0.808622257,Nigeria
3/23/2021,-6.566670236,-15,-176,144,-6.566670236,-6.566670236,0,0,0,0,0,0,1.296469674,1.296469674,1.296469674,1.296469674,1.296469674,1.296469674,Nigeria
3/24/2021,-16.94854471,-41,-198,134,-16.99959299,-16.26744546,0,0,0,0,0,0,1.417426499,1.417426499,1.417426499,1.417426499,1.417426499,1.417426499,Nigeria
3/25/2021,-27.33041918,-65,-229,85,-28.01831183,-25.32669499,0,0,0,0,0,0,1.394495521,1.394495521,1.394495521,1.394495521,1.394495521,1.394495521,Nigeria
3/26/2021,-37.71229365,-94,-255,59,-39.28255764,-34.44605293,0,0,0,0,0,0,1.500394859,1.500394859,1.500394859,1.500394859,1.500394859,1.500394859,Nigeria
3/27/2021,-48.09416812,-131,-288,35,-50.9846658,-43.7880726,0,0,0,0,0,0,1.721074853,1.721074853,1.721074853,1.721074853,1.721074853,1.721074853,Nigeria
3/21/2021,368.0692683,705,618,794,368.0692683,368.0692683,0,0,0,0,0,0,0.914829351,0.914829351,0.914829351,0.914829351,0.914829351,0.914829351,Norway
3/22/2021,378.0971226,1108,1024,1199,378.0971226,378.0971226,0,0,0,0,0,0,1.931594601,1.931594601,1.931594601,1.931594601,1.931594601,1.931594601,Norway
3/23/2021,388.124977,1374,1278,1463,388.124977,388.124977,0,0,0,0,0,0,2.539666071,2.539666071,2.539666071,2.539666071,2.539666071,2.539666071,Norway
3/24/2021,398.1528313,1221,1141,1308,397.4174387,398.5695653,0,0,0,0,0,0,2.065891391,2.065891391,2.065891391,2.065891391,2.065891391,2.065891391,Norway
3/25/2021,408.1806856,1280,1185,1367,406.137919,409.4248925,0,0,0,0,0,0,2.137069205,2.137069205,2.137069205,2.137069205,2.137069205,2.137069205,Norway
3/26/2021,418.2085399,1251,1155,1340,414.8576175,421.2379576,0,0,0,0,0,0,1.990413153,1.990413153,1.990413153,1.990413153,1.990413153,1.990413153,Norway
3/27/2021,428.2363942,933,835,1019,423.1161634,433.1390724,0,0,0,0,0,0,1.179152415,1.179152415,1.179152415,1.179152415,1.179152415,1.179152415,Norway
3/21/2021,1256.539237,3670,3007,4326,1256.539237,1256.539237,45.8542632,45.8542632,45.8542632,45.8542632,45.8542632,45.8542632,1.883878534,1.883878534,1.883878534,1.883878534,1.883878534,1.883878534,Pakistan
3/22/2021,1294.830876,2775,2136,3435,1294.830876,1294.830876,0,0,0,0,0,0,1.14307375,1.14307375,1.14307375,1.14307375,1.14307375,1.14307375,Pakistan
3/23/2021,1333.122515,3217,2590,3918,1333.122515,1333.299161,0,0,0,0,0,0,1.41276096,1.41276096,1.41276096,1.41276096,1.41276096,1.41276096,Pakistan
3/24/2021,1371.414155,3566,2891,4224,1370.572776,1375.918113,0,0,0,0,0,0,1.599873131,1.599873131,1.599873131,1.599873131,1.599873131,1.599873131,Pakistan
3/25/2021,1409.705794,3591,2921,4264,1403.838688,1419.173415,0,0,0,0,0,0,1.547230478,1.547230478,1.547230478,1.547230478,1.547230478,1.547230478,Pakistan
3/26/2021,1447.997433,3802,3140,4461,1435.641344,1464.656341,0,0,0,0,0,0,1.625894776,1.625894776,1.625894776,1.625894776,1.625894776,1.625894776,Pakistan
3/27/2021,1486.289073,3922,3184,4616,1463.04913,1513.375872,49.40729558,49.40729558,49.40729558,49.40729558,49.40729558,49.40729558,1.605658464,1.605658464,1.605658464,1.605658464,1.605658464,1.605658464,Pakistan
3/21/2021,965.9258956,1593,1454,1730,965.9258956,965.9258956,0,0,0,0,0,0,0.64922681,0.64922681,0.64922681,0.64922681,0.64922681,0.64922681,Paraguay
3/22/2021,988.0793306,1896,1747,2037,988.0793306,988.0793306,0,0,0,0,0,0,0.919233295,0.919233295,0.919233295,0.919233295,0.919233295,0.919233295,Paraguay
3/23/2021,1010.232766,2331,2197,2489,1010.232766,1010.232766,0,0,0,0,0,0,1.30692869,1.30692869,1.30692869,1.30692869,1.30692869,1.30692869,Paraguay
3/24/2021,1032.386201,2583,2446,2719,1032.15416,1032.53054,0,0,0,0,0,0,1.50187773,1.50187773,1.50187773,1.50187773,1.50187773,1.50187773,Paraguay
3/25/2021,1054.539636,2657,2511,2798,1053.419359,1055.391095,0,0,0,0,0,0,1.519344807,1.519344807,1.519344807,1.519344807,1.519344807,1.519344807,Paraguay
3/26/2021,1076.693071,2589,2447,2719,1074.467427,1078.560635,0,0,0,0,0,0,1.404480825,1.404480825,1.404480825,1.404480825,1.404480825,1.404480825,Paraguay
3/27/2021,1098.846506,2272,2119,2424,1095.30184,1101.75359,0,0,0,0,0,0,1.067986812,1.067986812,1.067986812,1.067986812,1.067986812,1.067986812,Paraguay
3/20/2021,4235.014605,8919,6374,11474,4235.014605,4235.014605,0,0,0,0,0,0,1.105908123,1.105908123,1.105908123,1.105908123,1.105908123,1.105908123,Peru
3/21/2021,4239.647768,10107,7503,12607,4239.647768,4239.647768,0,0,0,0,0,0,1.383914406,1.383914406,1.383914406,1.383914406,1.383914406,1.383914406,Peru
3/22/2021,4244.280931,7471,5073,9961,4244.280426,4244.280931,0,0,0,0,0,0,0.760321041,0.760321041,0.760321041,0.760321041,0.760321041,0.760321041,Peru
3/23/2021,4248.914095,7199,4859,9809,4245.206229,4250.731399,0,0,0,0,0,0,0.694298929,0.694298929,0.694298929,0.694298929,0.694298929,0.694298929,Peru
3/24/2021,4253.547258,9038,6531,11528,4243.50845,4261.084211,0,0,0,0,0,0,1.124875709,1.124875709,1.124875709,1.124875709,1.124875709,1.124875709,Peru
3/25/2021,4258.180421,8022,5479,10565,4239.653195,4273.894166,0,0,0,0,0,0,0.883857378,0.883857378,0.883857378,0.883857378,0.883857378,0.883857378,Peru
3/26/2021,4262.813585,10242,7774,12836,4232.76471,4285.42826,0,0,0,0,0,0,1.402718947,1.402718947,1.402718947,1.402718947,1.402718947,1.402718947,Peru
3/21/2021,2452.697069,6320,5713,6920,2452.697069,2452.697069,0,0,0,0,0,0,1.576905783,1.576905783,1.576905783,1.576905783,1.576905783,1.576905783,Philippines
3/22/2021,2541.124938,6693,6048,7283,2541.124938,2541.124938,0,0,0,0,0,0,1.633955843,1.633955843,1.633955843,1.633955843,1.633955843,1.633955843,Philippines
3/23/2021,2629.552807,5871,5325,6479,2629.552807,2629.552807,0,0,0,0,0,0,1.232757969,1.232757969,1.232757969,1.232757969,1.232757969,1.232757969,Philippines
3/24/2021,2717.980676,6393,5811,6977,2716.439805,2717.980676,0,0,0,0,0,0,1.352145165,1.352145165,1.352145165,1.352145165,1.352145165,1.352145165,Philippines
3/25/2021,2806.408545,6826,6224,7426,2801.932949,2808.275937,0,0,0,0,0,0,1.432314284,1.432314284,1.432314284,1.432314284,1.432314284,1.432314284,Philippines
3/26/2021,2894.836414,8277,7652,8862,2886.920479,2902.034134,0,0,0,0,0,0,1.859296331,1.859296331,1.859296331,1.859296331,1.859296331,1.859296331,Philippines
3/27/2021,2983.264282,8668,8092,9259,2969.637832,2996.913189,0,0,0,0,0,0,1.905442672,1.905442672,1.905442672,1.905442672,1.905442672,1.905442672,Philippines
3/21/2021,8155.555186,20565,19037,22098,8155.555186,8155.555186,0,0,0,0,0,0,1.521605918,1.521605918,1.521605918,1.521605918,1.521605918,1.521605918,Poland
3/22/2021,8385.040839,14295,12785,15867,8385.040839,8385.040839,0,0,0,0,0,0,0.704825593,0.704825593,0.704825593,0.704825593,0.704825593,0.704825593,Poland
3/23/2021,8614.526491,22732,21230,24257,8614.526491,8615.240058,0,0,0,0,0,0,1.638786006,1.638786006,1.638786006,1.638786006,1.638786006,1.638786006,Poland
3/24/2021,8844.012144,28631,27085,30130,8836.787792,8856.52517,0,0,0,0,0,0,2.237331487,2.237331487,2.237331487,2.237331487,2.237331487,2.237331487,Poland
3/25/2021,9073.497796,30751,29160,32365,9050.80974,9109.609744,0,0,0,0,0,0,2.389081106,2.389081106,2.389081106,2.389081106,2.389081106,2.389081106,Poland
3/26/2021,9302.983449,30471,28920,32150,9244.470786,9360.259543,0,0,0,0,0,0,2.275396744,2.275396744,2.275396744,2.275396744,2.275396744,2.275396744,Poland
3/27/2021,9532.469101,30677,29136,32311,9441.546503,9618.654251,0,0,0,0,0,0,2.218115356,2.218115356,2.218115356,2.218115356,2.218115356,2.218115356,Poland
3/21/2021,126.5712855,362,-453,1180,126.5712855,126.5712855,0,0,0,0,0,0,1.861989209,1.861989209,1.861989209,1.861989209,1.861989209,1.861989209,Portugal
3/22/2021,120.1120537,249,-668,1089,120.1120537,120.1120537,0,0,0,0,0,0,1.075432607,1.075432607,1.075432607,1.075432607,1.075432607,1.075432607,Portugal
3/23/2021,113.652822,282,-545,1130,113.652822,113.652822,0,0,0,0,0,0,1.48425666,1.48425666,1.48425666,1.48425666,1.48425666,1.48425666,Portugal
3/24/2021,107.1935902,400,-439,1192,100.4212855,110.4325077,0,0,0,0,0,0,2.728925755,2.728925755,2.728925755,2.728925755,2.728925755,2.728925755,Portugal
3/25/2021,100.7343585,376,-523,1225,80.6419081,115.6516319,0,0,0,0,0,0,2.730670458,2.730670458,2.730670458,2.730670458,2.730670458,2.730670458,Portugal
3/26/2021,94.27512674,341,-569,1270,49.39869896,123.0810068,0,0,0,0,0,0,2.61197507,2.61197507,2.61197507,2.61197507,2.61197507,2.61197507,Portugal
3/27/2021,87.81589499,311,-603,1221,9.789317248,143.7688578,0,0,0,0,0,0,2.544511769,2.544511769,2.544511769,2.544511769,2.544511769,2.544511769,Portugal
3/21/2021,1965.443886,4521,4034,5008,1965.443886,1965.443886,0,0,0,0,0,0,1.300106442,1.300106442,1.300106442,1.300106442,1.300106442,1.300106442,Romania
3/22/2021,2001.392021,3188,2734,3673,2001.392021,2001.392021,0,0,0,0,0,0,0.593011172,0.593011172,0.593011172,0.593011172,0.593011172,0.593011172,Romania
3/23/2021,2037.340157,5673,5223,6190,2037.340157,2037.340157,0,0,0,0,0,0,1.78459074,1.78459074,1.78459074,1.78459074,1.78459074,1.78459074,Romania
3/24/2021,2073.288293,6743,6286,7250,2072.675965,2075.132624,0,0,0,0,0,0,2.252513673,2.252513673,2.252513673,2.252513673,2.252513673,2.252513673,Romania
3/25/2021,2109.236428,7105,6619,7616,2104.648232,2116.408803,0,0,0,0,0,0,2.368444212,2.368444212,2.368444212,2.368444212,2.368444212,2.368444212,Romania
3/26/2021,2145.184564,6885,6388,7356,2135.256588,2160.111513,0,0,0,0,0,0,2.20966469,2.20966469,2.20966469,2.20966469,2.20966469,2.20966469,Romania
3/27/2021,2181.132699,6756,6248,7297,2162.317882,2205.243818,0,0,0,0,0,0,2.097278051,2.097278051,2.097278051,2.097278051,2.097278051,2.097278051,Romania
3/21/2021,3333.828531,9261,8774,9748,3333.828531,3333.828531,0,0,0,0,0,0,1.778029242,1.778029242,1.778029242,1.778029242,1.778029242,1.778029242,Russian Federation
3/22/2021,3310.680479,9074,8589,9577,3310.680479,3310.680479,0,0,0,0,0,0,1.74092485,1.74092485,1.74092485,1.74092485,1.74092485,1.74092485,Russian Federation
3/23/2021,3287.532426,8778,8262,9279,3287.532426,3287.532426,0,0,0,0,0,0,1.669946131,1.669946131,1.669946131,1.669946131,1.669946131,1.669946131,Russian Federation
3/24/2021,3264.384373,8484,7943,9040,3262.185927,3267.279987,0,0,0,0,0,0,1.599007118,1.599007118,1.599007118,1.599007118,1.599007118,1.599007118,Russian Federation
3/25/2021,3241.23632,8891,8324,9430,3220.90749,3264.039036,0,0,0,0,0,0,1.743176847,1.743176847,1.743176847,1.743176847,1.743176847,1.743176847,Russian Federation
3/26/2021,3218.088268,8971,8439,9509,3183.431028,3259.240939,0,0,0,0,0,0,1.787732581,1.787732581,1.787732581,1.787732581,1.787732581,1.787732581,Russian Federation
3/27/2021,3194.940215,8908,8336,9471,3133.11531,3249.704836,0,0,0,0,0,0,1.788057896,1.788057896,1.788057896,1.788057896,1.788057896,1.788057896,Russian Federation
3/21/2021,1647.033162,4412,4193,4639,1647.033162,1647.033162,0,0,0,0,0,0,1.678670546,1.678670546,1.678670546,1.678670546,1.678670546,1.678670546,Serbia
3/22/2021,1674.534111,4742,4510,4963,1674.534111,1674.534111,0,0,0,0,0,0,1.831807102,1.831807102,1.831807102,1.831807102,1.831807102,1.831807102,Serbia
3/23/2021,1702.035061,5924,5693,6154,1702.035061,1702.035061,0,0,0,0,0,0,2.480558107,2.480558107,2.480558107,2.480558107,2.480558107,2.480558107,Serbia
3/24/2021,1729.53601,6188,5957,6420,1729.189393,1730.087757,0,0,0,0,0,0,2.577579411,2.577579411,2.577579411,2.577579411,2.577579411,2.577579411,Serbia
3/25/2021,1757.03696,6071,5819,6302,1752.146664,1763.045321,0,0,0,0,0,0,2.455446615,2.455446615,2.455446615,2.455446615,2.455446615,2.455446615,Serbia
3/26/2021,1784.537909,5997,5723,6245,1770.967929,1798.733037,0,0,0,0,0,0,2.360457879,2.360457879,2.360457879,2.360457879,2.360457879,2.360457879,Serbia
3/27/2021,1812.038858,5419,5150,5677,1789.057156,1835.786402,0,0,0,0,0,0,1.990461796,1.990461796,1.990461796,1.990461796,1.990461796,1.990461796,Serbia
3/21/2021,3.058073818,10,-57,74,3.058073818,3.058073818,0,0,0,0,0,0,2.132861989,2.132861989,2.132861989,2.132861989,2.132861989,2.132861989,Singapore
3/22/2021,2.958671409,8,-63,82,2.958671409,2.958671409,0,0,0,0,0,0,1.661730898,1.661730898,1.661730898,1.661730898,1.661730898,1.661730898,Singapore
3/23/2021,2.859269001,8,-62,80,2.859269001,2.902909347,0,0,0,0,0,0,1.849738813,1.849738813,1.849738813,1.849738813,1.849738813,1.849738813,Singapore
3/24/2021,2.759866592,9,-67,81,2.532654417,3.378111131,0,0,0,0,0,0,2.27303224,2.27303224,2.27303224,2.27303224,2.27303224,2.27303224,Singapore
3/25/2021,2.660464183,8,-62,87,1.749337442,4.597321996,0,0,0,0,0,0,2.006284894,2.006284894,2.006284894,2.006284894,2.006284894,2.006284894,Singapore
3/26/2021,2.561061774,9,-68,88,0.876390981,5.90793298,0,0,0,0,0,0,2.361828111,2.361828111,2.361828111,2.361828111,2.361828111,2.361828111,Singapore
3/27/2021,2.461659366,6,-70,88,-0.347763277,7.255482756,0,0,0,0,0,0,1.630528475,1.630528475,1.630528475,1.630528475,1.630528475,1.630528475,Singapore
3/21/2021,677.5966543,1324,962,1636,677.5966543,677.5966543,0,0,0,0,0,0,0.953591605,0.953591605,0.953591605,0.953591605,0.953591605,0.953591605,Slovakia
3/22/2021,663.4506334,619,281,948,663.4506334,663.4506334,0,0,0,0,0,0,-0.066703281,-0.066703281,-0.066703281,-0.066703281,-0.066703281,-0.066703281,Slovakia
3/23/2021,649.3046125,1325,983,1646,648.9324509,649.3046125,0,0,0,0,0,0,1.040764054,1.040764054,1.040764054,1.040764054,1.040764054,1.040764054,Slovakia
3/24/2021,635.1585916,2224,1871,2556,632.751999,635.5154875,0,0,0,0,0,0,2.501120898,2.501120898,2.501120898,2.501120898,2.501120898,2.501120898,Slovakia
3/25/2021,621.0125707,1809,1462,2150,615.6253922,623.8446079,0,0,0,0,0,0,1.913082735,1.913082735,1.913082735,1.913082735,1.913082735,1.913082735,Slovakia
3/26/2021,606.8665498,1889,1571,2236,596.3919387,615.7135535,0,0,0,0,0,0,2.112634848,2.112634848,2.112634848,2.112634848,2.112634848,2.112634848,Slovakia
3/27/2021,592.7205289,1673,1336,2000,576.5593125,607.0398439,0,0,0,0,0,0,1.823219168,1.823219168,1.823219168,1.823219168,1.823219168,1.823219168,Slovakia
3/21/2021,307.2995316,496,339,663,307.2995316,307.2995316,0,0,0,0,0,0,0.614258108,0.614258108,0.614258108,0.614258108,0.614258108,0.614258108,Slovenia
3/22/2021,307.0711298,266,109,425,307.0711298,307.0711298,0,0,0,0,0,0,-0.134469523,-0.134469523,-0.134469523,-0.134469523,-0.134469523,-0.134469523,Slovenia
3/23/2021,306.842728,745,586,906,306.842728,306.842728,0,0,0,0,0,0,1.427866732,1.427866732,1.427866732,1.427866732,1.427866732,1.427866732,Slovenia
3/24/2021,306.6143262,1108,953,1268,306.59749,307.3508381,0,0,0,0,0,0,2.614829752,2.614829752,2.614829752,2.614829752,2.614829752,2.614829752,Slovenia
3/25/2021,306.3859245,968,800,1130,305.3287704,308.2451285,0,0,0,0,0,0,2.157795221,2.157795221,2.157795221,2.157795221,2.157795221,2.157795221,Slovenia
3/26/2021,306.1575227,845,674,1001,304.0384782,309.6262734,0,0,0,0,0,0,1.75940655,1.75940655,1.75940655,1.75940655,1.75940655,1.75940655,Slovenia
3/27/2021,305.9291209,817,654,995,301.6416299,311.7561046,0,0,0,0,0,0,1.671485215,1.671485215,1.671485215,1.671485215,1.671485215,1.671485215,Slovenia
3/21/2021,376.876603,1157,337,1919,376.876603,376.876603,0,0,0,0,0,0,2.071262137,2.071262137,2.071262137,2.071262137,2.071262137,2.071262137,South Africa
3/22/2021,378.2869098,876,130,1649,378.2869098,378.2869098,0,0,0,0,0,0,1.31596115,1.31596115,1.31596115,1.31596115,1.31596115,1.31596115,South Africa
3/23/2021,379.6972165,972,215,1750,379.6972165,379.6972165,0,0,0,0,0,0,1.560025765,1.560025765,1.560025765,1.560025765,1.560025765,1.560025765,South Africa
3/24/2021,381.1075233,1331,509,2150,368.6009179,388.9011491,0,0,0,0,0,0,2.493435544,2.493435544,2.493435544,2.493435544,2.493435544,2.493435544,South Africa
3/25/2021,382.51783,1518,649,2440,341.1678085,411.3895233,108.6294992,108.6294992,108.6294992,108.6294992,108.6294992,108.6294992,2.685371475,2.685371475,2.685371475,2.685371475,2.685371475,2.685371475,South Africa
3/26/2021,383.9281368,1532,654,2401,309.8003707,441.5334743,164.8793912,164.8793912,164.8793912,164.8793912,164.8793912,164.8793912,2.561232178,2.561232178,2.561232178,2.561232178,2.561232178,2.561232178,South Africa
3/27/2021,385.3384435,1578,560,2502,268.6618926,472.082773,187.6083319,187.6083319,187.6083319,187.6083319,187.6083319,187.6083319,2.607509598,2.607509598,2.607509598,2.607509598,2.607509598,2.607509598,South Africa
3/19/2021,2009.228804,5144,2987,7392,2009.228804,2009.228804,0,0,0,0,0,0,1.560118495,1.560118495,1.560118495,1.560118495,1.560118495,1.560118495,Spain
3/20/2021,1977.960823,5330,3053,7747,1977.960823,1977.960823,0,0,0,0,0,0,1.694691208,1.694691208,1.694691208,1.694691208,1.694691208,1.694691208,Spain
3/21/2021,1946.692841,5119,3009,7376,1946.692841,1946.692841,0,0,0,0,0,0,1.629675753,1.629675753,1.629675753,1.629675753,1.629675753,1.629675753,Spain
3/22/2021,1915.42486,10570,8022,12968,1906.301941,1926.490841,0,0,0,0,0,0,4.518461397,4.518461397,4.518461397,4.518461397,4.518461397,4.518461397,Spain
3/23/2021,1884.156879,3981,1550,6133,1812.703235,1974.921678,0,0,0,0,0,0,1.113051082,1.113051082,1.113051082,1.113051082,1.113051082,1.113051082,Spain
3/24/2021,1852.888897,4620,2357,7031,1698.542345,2042.366186,0,0,0,0,0,0,1.493651601,1.493651601,1.493651601,1.493651601,1.493651601,1.493651601,Spain
3/25/2021,1821.620916,4552,2114,7022,1567.906191,2107.414132,0,0,0,0,0,0,1.498766938,1.498766938,1.498766938,1.498766938,1.498766938,1.498766938,Spain
3/20/2021,3252.906035,4374,3803,4917,3252.906035,3252.906035,0,0,0,0,0,0,0.344715006,0.344715006,0.344715006,0.344715006,0.344715006,0.344715006,Sweden
3/21/2021,3279.945374,3220,2695,3764,3279.945374,3279.945374,0,0,0,0,0,0,-0.018254881,-0.018254881,-0.018254881,-0.018254881,-0.018254881,-0.018254881,Sweden
3/22/2021,3306.984714,5497,4989,6003,3306.984714,3306.984714,0,0,0,0,0,0,0.662143374,0.662143374,0.662143374,0.662143374,0.662143374,0.662143374,Sweden
3/23/2021,3334.024054,14278,13720,14853,3334.024054,3336.260781,0,0,0,0,0,0,3.282473565,3.282473565,3.282473565,3.282473565,3.282473565,3.282473565,Sweden
3/24/2021,3361.063393,5433,4879,5973,3354.867226,3369.595611,0,0,0,0,0,0,0.616356853,0.616356853,0.616356853,0.616356853,0.616356853,0.616356853,Sweden
3/25/2021,3388.102733,5866,5298,6412,3373.583773,3405.097484,0,0,0,0,0,0,0.731370569,0.731370569,0.731370569,0.731370569,0.731370569,0.731370569,Sweden
3/26/2021,3415.142072,5929,5347,6480,3389.311211,3441.596163,0,0,0,0,0,0,0.735976337,0.735976337,0.735976337,0.735976337,0.735976337,0.735976337,Sweden
3/20/2021,690.4374893,1394,646,2117,690.4374893,690.4374893,0,0,0,0,0,0,1.018943307,1.018943307,1.018943307,1.018943307,1.018943307,1.018943307,Switzerland
3/21/2021,701.2297758,1276,561,1964,701.2297758,701.2297758,0,0,0,0,0,0,0.820262959,0.820262959,0.820262959,0.820262959,0.820262959,0.820262959,Switzerland
3/22/2021,712.0220623,3587,2843,4367,712.0220623,712.0220623,0,0,0,0,0,0,4.037161303,4.037161303,4.037161303,4.037161303,4.037161303,4.037161303,Switzerland
3/23/2021,722.8143489,1321,591,2102,721.5008041,725.2241966,0,0,0,0,0,0,0.828151558,0.828151558,0.828151558,0.828151558,0.828151558,0.828151558,Switzerland
3/24/2021,733.6066354,1867,1134,2617,718.8151042,747.806072,0,0,0,0,0,0,1.544585051,1.544585051,1.544585051,1.544585051,1.544585051,1.544585051,Switzerland
3/25/2021,744.3989219,1790,1037,2581,713.0539226,775.4123505,0,0,0,0,0,0,1.404263421,1.404263421,1.404263421,1.404263421,1.404263421,1.404263421,Switzerland
3/26/2021,755.1912084,1794,1038,2632,708.3059518,810.3318903,0,0,0,0,0,0,1.375386122,1.375386122,1.375386122,1.375386122,1.375386122,1.375386122,Switzerland
3/20/2021,36.24599069,72,-37,195,36.24599069,36.24599069,0,0,0,0,0,0,0.98502953,0.98502953,0.98502953,0.98502953,0.98502953,0.98502953,Thailand
3/21/2021,37.33460048,79,-40,198,37.33460048,37.33460048,0,0,0,0,0,0,1.126860428,1.126860428,1.126860428,1.126860428,1.126860428,1.126860428,Thailand
3/22/2021,38.42321027,122,-1,241,38.42321027,38.42321027,0,0,0,0,0,0,2.170232721,2.170232721,2.170232721,2.170232721,2.170232721,2.170232721,Thailand
3/23/2021,39.51182007,74,-41,195,39.51182007,39.78738612,0,0,0,0,0,0,0.870609826,0.870609826,0.870609826,0.870609826,0.870609826,0.870609826,Thailand
3/24/2021,40.60042986,87,-35,208,40.10423063,41.77284677,0,0,0,0,0,0,1.131343464,1.131343464,1.131343464,1.131343464,1.131343464,1.131343464,Thailand
3/25/2021,41.68903965,116,-5,241,40.4122814,43.78054056,0,0,0,0,0,0,1.785741859,1.785741859,1.785741859,1.785741859,1.785741859,1.785741859,Thailand
3/26/2021,42.77764944,167,42,278,40.47713417,46.12725809,0,0,0,0,0,0,2.904117419,2.904117419,2.904117419,2.904117419,2.904117419,2.904117419,Thailand
3/21/2021,5225.185526,3110,-36426,44270,5225.185526,5225.185526,0,0,0,0,0,0,-0.404737775,-0.404737775,-0.404737775,-0.404737775,-0.404737775,-0.404737775,Turkey
3/22/2021,5306.561626,3419,-37790,43043,5306.561626,5306.561626,0,0,0,0,0,0,-0.355764705,-0.355764705,-0.355764705,-0.355764705,-0.355764705,-0.355764705,Turkey
3/23/2021,5387.937725,3984,-38178,49036,5377.901541,5415.353285,0,0,0,0,0,0,-0.260550409,-0.260550409,-0.260550409,-0.260550409,-0.260550409,-0.260550409,Turkey
3/24/2021,5469.313824,4490,-37235,43535,5202.630178,5643.055916,0,0,0,0,0,0,-0.1791228,-0.1791228,-0.1791228,-0.1791228,-0.1791228,-0.1791228,Turkey
