ds,trend,confirmed,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,holidays,holidays_lower,holidays_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,country
3/24/2021,10640.63587,27610,19099,36236,10640.62536,10640.63587,0,0,0,0,0,0,1.594765319,1.594765319,1.594765319,1.594765319,1.594765319,1.594765319,France
3/25/2021,10685.80096,27053,18898,35335,10666.95057,10709.2771,0,0,0,0,0,0,1.53172274,1.53172274,1.53172274,1.53172274,1.53172274,1.53172274,France
3/26/2021,10730.96606,26321,16734,34907,10662.17532,10774.60012,0,0,0,0,0,0,1.452807994,1.452807994,1.452807994,1.452807994,1.452807994,1.452807994,France
3/27/2021,10776.13115,26601,18434,35780,10653.25587,10871.41905,0,0,0,0,0,0,1.468477859,1.468477859,1.468477859,1.468477859,1.468477859,1.468477859,France
3/21/2021,106.9666998,275,-85,585,106.9666998,106.9666998,0,0,0,,,,1.569393596,1.569393596,1.569393596,1.569393596,1.569393596,1.569393596,Georgia
3/22/2021,105.7713838,212,-90,542,105.7713838,105.7713838,0,0,0,,,,1.007298043,1.007298043,1.007298043,1.007298043,1.007298043,1.007298043,Georgia
3/23/2021,104.5760677,295,-19,619,104.5760677,104.5760677,0,0,0,,,,1.819252749,1.819252749,1.819252749,1.819252749,1.819252749,1.819252749,Georgia
3/24/2021,103.3807516,284,-51,602,102.5653851,105.681161,0,0,0,,,,1.745382847,1.745382847,1.745382847,1.745382847,1.745382847,1.745382847,Georgia
3/25/2021,102.1854355,287,-47,633,98.16572462,108.8327382,0,0,0,,,,1.807451841,1.807451841,1.807451841,1.807451841,1.807451841,1.807451841,Georgia
3/26/2021,100.9901194,295,-20,620,93.24105553,111.5450736,0,0,0,,,,1.923024797,1.923024797,1.923024797,1.923024797,1.923024797,1.923024797,Georgia
3/27/2021,99.79480335,296,-35,645,88.06400253,116.0950711,0,0,0,,,,1.96603321,1.96603321,1.96603321,1.96603321,1.96603321,1.96603321,Georgia
3/21/2021,6251.513569,7000,3428,10783,6251.513569,6251.513569,0,0,0,0,0,0,0.119719053,0.119719053,0.119719053,0.119719053,0.119719053,0.119719053,Germany
3/22/2021,6383.373612,9110,5680,13163,6383.373612,6383.373612,0,0,0,0,0,0,0.427202338,0.427202338,0.427202338,0.427202338,0.427202338,0.427202338,Germany
3/23/2021,6515.233656,17000,13358,20643,6515.233656,6515.233656,0,0,0,0,0,0,1.60919638,1.60919638,1.60919638,1.60919638,1.60919638,1.60919638,Germany
3/24/2021,6647.093699,20139,16461,24113,6641.428128,6648.450314,0,0,0,0,0,0,2.029752475,2.029752475,2.029752475,2.029752475,2.029752475,2.029752475,Germany
3/25/2021,6778.953742,18591,14864,22265,6757.355737,6794.656504,0,0,0,0,0,0,1.742420072,1.742420072,1.742420072,1.742420072,1.742420072,1.742420072,Germany
3/26/2021,6910.813785,15839,12230,19361,6877.006179,6944.678648,0,0,0,0,0,0,1.291977046,1.291977046,1.291977046,1.291977046,1.291977046,1.291977046,Germany
3/27/2021,7042.673828,13923,10212,17244,6988.034745,7117.231505,0,0,0,0,0,0,0.97699249,0.97699249,0.97699249,0.97699249,0.97699249,0.97699249,Germany
3/21/2021,868.261209,1741,1561,1925,868.261209,868.261209,2.260983427,2.260983427,2.260983427,2.260983427,2.260983427,2.260983427,1.00235224,1.00235224,1.00235224,1.00235224,1.00235224,1.00235224,Greece
3/22/2021,879.4264043,1675,1483,1843,879.4264043,879.4264043,0,0,0,0,0,0,0.904901019,0.904901019,0.904901019,0.904901019,0.904901019,0.904901019,Greece
3/23/2021,890.5915996,2811,2629,3010,890.5915996,890.5915996,-13.71297458,-13.71297458,-13.71297458,-13.71297458,-13.71297458,-13.71297458,2.171835823,2.171835823,2.171835823,2.171835823,2.171835823,2.171835823,Greece
3/24/2021,901.7567949,3230,3038,3411,900.9014267,902.458097,-21.19451416,-21.19451416,-21.19451416,-21.19451416,-21.19451416,-21.19451416,2.605915078,2.605915078,2.605915078,2.605915078,2.605915078,2.605915078,Greece
3/25/2021,912.9219902,3170,2985,3352,909.7536311,916.7197498,0,0,0,0,0,0,2.472643533,2.472643533,2.472643533,2.472643533,2.472643533,2.472643533,Greece
3/26/2021,924.0871856,2960,2768,3163,917.6125138,931.1921737,0,0,0,0,0,0,2.203593653,2.203593653,2.203593653,2.203593653,2.203593653,2.203593653,Greece
3/27/2021,935.2523809,2863,2660,3065,924.5451138,945.3511792,0,0,0,0,0,0,2.060924573,2.060924573,2.060924573,2.060924573,2.060924573,2.060924573,Greece
3/21/2021,246.6289211,502,272,745,246.6289211,246.6289211,0,0,0,0,0,0,1.036501282,1.036501282,1.036501282,1.036501282,1.036501282,1.036501282,Honduras
3/22/2021,242.0927576,465,216,708,242.0927576,242.0927576,0,0,0,0,0,0,0.92206688,0.92206688,0.92206688,0.92206688,0.92206688,0.92206688,Honduras
3/23/2021,237.5565942,489,235,736,237.5565942,237.5573239,19.18647804,19.18647804,19.18647804,19.18647804,19.18647804,19.18647804,0.977030692,0.977030692,0.977030692,0.977030692,0.977030692,0.977030692,Honduras
3/24/2021,233.0204308,555,302,801,232.7448361,233.5482942,0,0,0,0,0,0,1.382126567,1.382126567,1.382126567,1.382126567,1.382126567,1.382126567,Honduras
3/25/2021,228.4842674,489,236,739,227.6728095,229.7312161,18.08367469,18.08367469,18.08367469,18.08367469,18.08367469,18.08367469,1.061477181,1.061477181,1.061477181,1.061477181,1.061477181,1.061477181,Honduras
3/26/2021,223.9481039,503,250,733,222.1905959,226.3108951,23.22131494,23.22131494,23.22131494,23.22131494,23.22131494,23.22131494,1.140416703,1.140416703,1.140416703,1.140416703,1.140416703,1.140416703,Honduras
3/27/2021,219.4119405,501,256,736,216.6115945,223.090745,20.49092608,20.49092608,20.49092608,20.49092608,20.49092608,20.49092608,1.19112819,1.19112819,1.19112819,1.19112819,1.19112819,1.19112819,Honduras
3/21/2021,3414.312229,9301,8711,9886,3414.312229,3414.312229,-454.0955911,-454.0955911,-454.0955911,-454.0955911,-454.0955911,-454.0955911,1.857154995,1.857154995,1.857154995,1.857154995,1.857154995,1.857154995,Hungary
3/22/2021,3497.303113,7847,7266,8416,3497.303113,3497.303113,-197.1117758,-197.1117758,-197.1117758,-197.1117758,-197.1117758,-197.1117758,1.300091172,1.300091172,1.300091172,1.300091172,1.300091172,1.300091172,Hungary
3/23/2021,3580.293996,6912,6294,7512,3580.293996,3580.293996,80.8660291,80.8660291,80.8660291,80.8660291,80.8660291,80.8660291,0.908080688,0.908080688,0.908080688,0.908080688,0.908080688,0.908080688,Hungary
3/24/2021,3663.28488,7191,6586,7747,3659.899624,3667.25858,112.2917782,112.2917782,112.2917782,112.2917782,112.2917782,112.2917782,0.932397712,0.932397712,0.932397712,0.932397712,0.932397712,0.932397712,Hungary
3/25/2021,3746.275763,10698,10110,11259,3737.754381,3756.532456,264.878694,264.878694,264.878694,264.878694,264.878694,264.878694,1.784956487,1.784956487,1.784956487,1.784956487,1.784956487,1.784956487,Hungary
3/26/2021,3829.266647,12086,11524,12648,3814.950408,3849.112151,0,0,0,0,0,0,2.156158583,2.156158583,2.156158583,2.156158583,2.156158583,2.156158583,Hungary
3/27/2021,3912.25753,12031,11425,12611,3888.151013,3942.86758,0,0,0,0,0,0,2.075286618,2.075286618,2.075286618,2.075286618,2.075286618,2.075286618,Hungary
3/20/2021,0.570936904,2,-12,18,0.570936904,0.570936904,0,0,0,0,0,0,2.32485768,2.32485768,2.32485768,2.32485768,2.32485768,2.32485768,Iceland
3/21/2021,0.538498888,1,-14,16,0.538498888,0.538498888,0,0,0,0,0,0,1.618057121,1.618057121,1.618057121,1.618057121,1.618057121,1.618057121,Iceland
3/22/2021,0.506060872,1,-14,16,0.506060872,0.506060872,0,0,0,0,0,0,1.593634625,1.593634625,1.593634625,1.593634625,1.593634625,1.593634625,Iceland
3/23/2021,0.473622856,1,-15,16,0.413291298,0.473769726,0,0,0,0,0,0,2.113299857,2.113299857,2.113299857,2.113299857,2.113299857,2.113299857,Iceland
3/24/2021,0.44118484,1,-14,17,0.291673209,0.488623883,0,0,0,0,0,0,2.317793896,2.317793896,2.317793896,2.317793896,2.317793896,2.317793896,Iceland
3/25/2021,0.408746824,1,-13,16,0.097289751,0.550966806,0,0,0,0,0,0,2.176065567,2.176065567,2.176065567,2.176065567,2.176065567,2.176065567,Iceland
3/26/2021,0.376308808,1,-14,17,-0.056635467,0.619020228,0,0,0,0,0,0,2.360526355,2.360526355,2.360526355,2.360526355,2.360526355,2.360526355,Iceland
3/21/2021,13960.21871,38852,36961,40753,13960.21871,13960.21871,0,0,0,0,0,0,1.783035393,1.783035393,1.783035393,1.783035393,1.783035393,1.783035393,India
3/22/2021,14484.25998,35096,32996,37037,14484.25998,14484.25998,0,0,0,0,0,0,1.423078023,1.423078023,1.423078023,1.423078023,1.423078023,1.423078023,India
3/23/2021,15008.30124,41325,39352,43224,15008.30124,15008.30124,0,0,0,0,0,0,1.7534442,1.7534442,1.7534442,1.7534442,1.7534442,1.7534442,India
3/24/2021,15532.3425,46354,44278,48353,15532.3425,15542.17043,0,0,0,0,0,0,1.98434263,1.98434263,1.98434263,1.98434263,1.98434263,1.98434263,India
3/25/2021,16056.38376,47138,45011,49384,16026.84209,16094.17075,0,0,0,0,0,0,1.935787649,1.935787649,1.935787649,1.935787649,1.935787649,1.935787649,India
3/26/2021,16580.42503,48877,46600,51052,16502.25647,16686.13383,0,0,0,0,0,0,1.947867131,1.947867131,1.947867131,1.947867131,1.947867131,1.947867131,India
3/27/2021,17104.46629,50351,47948,52904,16930.43482,17247.20648,0,0,0,0,0,0,1.943748093,1.943748093,1.943748093,1.943748093,1.943748093,1.943748093,India
3/21/2021,1922.40381,4871,4280,5418,1922.40381,1922.40381,35.5211978,35.5211978,35.5211978,35.5211978,35.5211978,35.5211978,1.515383931,1.515383931,1.515383931,1.515383931,1.515383931,1.515383931,Indonesia
3/22/2021,1890.445788,4265,3618,4832,1890.445788,1890.445788,0,0,0,0,0,0,1.256310198,1.256310198,1.256310198,1.256310198,1.256310198,1.256310198,Indonesia
3/23/2021,1858.487766,4623,4062,5193,1858.487766,1858.487766,0,0,0,0,0,0,1.487369456,1.487369456,1.487369456,1.487369456,1.487369456,1.487369456,Indonesia
3/24/2021,1826.529745,4877,4288,5445,1823.093851,1832.105434,0,0,0,0,0,0,1.669881401,1.669881401,1.669881401,1.669881401,1.669881401,1.669881401,Indonesia
3/25/2021,1794.571723,4943,4322,5554,1784.681018,1809.302042,0,0,0,0,0,0,1.754559841,1.754559841,1.754559841,1.754559841,1.754559841,1.754559841,Indonesia
3/26/2021,1762.613701,5046,4411,5664,1742.551516,1790.629886,0,0,0,0,0,0,1.862991136,1.862991136,1.862991136,1.862991136,1.862991136,1.862991136,Indonesia
3/27/2021,1730.655679,4848,4189,5450,1697.214591,1770.974566,0,0,0,0,0,0,1.801204507,1.801204507,1.801204507,1.801204507,1.801204507,1.801204507,Indonesia
3/21/2021,165.50246,391,189,599,165.50246,165.50246,-51.23151443,-51.23151443,-51.23151443,-51.23151443,-51.23151443,-51.23151443,1.670940557,1.670940557,1.670940557,1.670940557,1.670940557,1.670940557,Ireland
3/22/2021,164.0294031,339,143,535,164.0294031,164.0294031,-36.60318728,-36.60318728,-36.60318728,-36.60318728,-36.60318728,-36.60318728,1.292701753,1.292701753,1.292701753,1.292701753,1.292701753,1.292701753,Ireland
3/23/2021,162.5563461,468,280,677,162.5563461,162.5563461,65.15621648,65.15621648,65.15621648,65.15621648,65.15621648,65.15621648,1.478116413,1.478116413,1.478116413,1.478116413,1.478116413,1.478116413,Ireland
3/24/2021,161.0832891,506,297,700,161.0244342,164.5831826,17.66333618,17.66333618,17.66333618,17.66333618,17.66333618,17.66333618,2.032775818,2.032775818,2.032775818,2.032775818,2.032775818,2.032775818,Ireland
3/25/2021,159.6102321,507,303,724,155.5054767,168.1596938,-17.57867922,-17.57867922,-17.57867922,-17.57867922,-17.57867922,-17.57867922,2.287929225,2.287929225,2.287929225,2.287929225,2.287929225,2.287929225,Ireland
3/26/2021,158.1371751,445,234,660,146.7876347,171.6340837,-45.41917842,-45.41917842,-45.41917842,-45.41917842,-45.41917842,-45.41917842,2.103983379,2.103983379,2.103983379,2.103983379,2.103983379,2.103983379,Ireland
3/27/2021,156.6641182,465,246,692,139.9335349,178.8081263,-6.740328454,-6.740328454,-6.740328454,-6.740328454,-6.740328454,-6.740328454,2.009706317,2.009706317,2.009706317,2.009706317,2.009706317,2.009706317,Ireland
3/21/2021,431.24623,964,178,1730,431.24623,431.24623,0,0,0,0,0,0,1.235977148,1.235977148,1.235977148,1.235977148,1.235977148,1.235977148,Israel
3/22/2021,392.7931384,1106,363,1873,392.7931384,392.7931384,0,0,0,0,0,0,1.815789014,1.815789014,1.815789014,1.815789014,1.815789014,1.815789014,Israel
3/23/2021,354.3400469,1099,346,1839,354.3400469,354.3400469,0,0,0,0,0,0,2.101945951,2.101945951,2.101945951,2.101945951,2.101945951,2.101945951,Israel
3/24/2021,315.8869553,1062,260,1779,313.8893361,316.0367682,0,0,0,0,0,0,2.362815298,2.362815298,2.362815298,2.362815298,2.362815298,2.362815298,Israel
3/25/2021,277.4338638,835,38,1559,271.8353692,282.0864878,0,0,0,0,0,0,2.010688935,2.010688935,2.010688935,2.010688935,2.010688935,2.010688935,Israel
3/26/2021,238.9807722,551,-214,1300,225.9987534,254.0979259,0,0,0,0,0,0,1.305636959,1.305636959,1.305636959,1.305636959,1.305636959,1.305636959,Israel
3/27/2021,200.5276807,468,-325,1248,179.2138386,226.2301484,0,0,0,0,0,0,1.335869667,1.335869667,1.335869667,1.335869667,1.335869667,1.335869667,Israel
3/21/2021,6996.319651,22740,21279,24272,6996.319651,6996.319651,0,0,0,,,,2.250260421,2.250260421,2.250260421,2.250260421,2.250260421,2.250260421,Italy
3/22/2021,7050.672917,17373,15955,18934,7050.672917,7050.672917,0,0,0,,,,1.464060113,1.464060113,1.464060113,1.464060113,1.464060113,1.464060113,Italy
3/23/2021,7105.026184,21694,20240,23217,7105.026184,7105.026184,0,0,0,,,,2.053355407,2.053355407,2.053355407,2.053355407,2.053355407,2.053355407,Italy
3/24/2021,7159.37945,24180,22665,25645,7158.147707,7162.042412,0,0,0,,,,2.377440693,2.377440693,2.377440693,2.377440693,2.377440693,2.377440693,Italy
3/25/2021,7213.732716,27008,25455,28594,7175.717598,7246.74407,0,0,0,,,,2.743967834,2.743967834,2.743967834,2.743967834,2.743967834,2.743967834,Italy
3/26/2021,7268.085983,28215,26651,29964,7189.970611,7357.946428,0,0,0,,,,2.881986304,2.881986304,2.881986304,2.881986304,2.881986304,2.881986304,Italy
3/27/2021,7322.439249,26818,25062,28444,7200.575239,7467.439175,0,0,0,,,,2.662409432,2.662409432,2.662409432,2.662409432,2.662409432,2.662409432,Italy
3/21/2021,464.7407622,1260,1049,1462,464.7407622,464.7407622,0,0,0,0,0,0,1.71212592,1.71212592,1.71212592,1.71212592,1.71212592,1.71212592,Japan
3/22/2021,472.9207632,972,782,1165,472.9207632,472.9207632,0,0,0,0,0,0,1.056014802,1.056014802,1.056014802,1.056014802,1.056014802,1.056014802,Japan
3/23/2021,481.1007641,1319,1118,1514,481.1007641,481.1007641,0,0,0,0,0,0,1.742151438,1.742151438,1.742151438,1.742151438,1.742151438,1.742151438,Japan
3/24/2021,489.280765,1530,1330,1730,486.6385363,489.280765,-45.36332344,-45.36332344,-45.36332344,-45.36332344,-45.36332344,-45.36332344,2.219699609,2.219699609,2.219699609,2.219699609,2.219699609,2.219699609,Japan
3/25/2021,497.4607659,1715,1489,1936,490.1773407,498.8926578,-68.65489617,-68.65489617,-68.65489617,-68.65489617,-68.65489617,-68.65489617,2.585715445,2.585715445,2.585715445,2.585715445,2.585715445,2.585715445,Japan
3/26/2021,505.6407668,1526,1290,1746,490.2679031,511.0415167,-112.1670176,-112.1670176,-112.1670176,-112.1670176,-112.1670176,-112.1670176,2.240174578,2.240174578,2.240174578,2.240174578,2.240174578,2.240174578,Japan
3/27/2021,513.8207677,1541,1293,1768,491.5943612,526.709994,-106.3981364,-106.3981364,-106.3981364,-106.3981364,-106.3981364,-106.3981364,2.205200823,2.205200823,2.205200823,2.205200823,2.205200823,2.205200823,Japan
3/21/2021,386.0012523,1018,897,1148,386.0012523,386.0012523,0,0,0,0,0,0,1.638145871,1.638145871,1.638145871,1.638145871,1.638145871,1.638145871,Kenya
3/22/2021,400.9498609,705,583,833,400.9498609,400.9498609,0,0,0,0,0,0,0.758571612,0.758571612,0.758571612,0.758571612,0.758571612,0.758571612,Kenya
3/23/2021,415.8984696,1103,975,1226,415.8984696,415.9001319,0,0,0,0,0,0,1.653009856,1.653009856,1.653009856,1.653009856,1.653009856,1.653009856,Kenya
3/24/2021,430.8470783,1430,1302,1556,430.4466113,431.5801681,0,0,0,0,0,0,2.31882148,2.31882148,2.31882148,2.31882148,2.31882148,2.31882148,Kenya
3/25/2021,445.7956869,1562,1440,1697,444.4590142,447.9275282,0,0,0,0,0,0,2.504094941,2.504094941,2.504094941,2.504094941,2.504094941,2.504094941,Kenya
3/26/2021,460.7442956,1643,1507,1775,457.7002132,465.0325616,0,0,0,0,0,0,2.565791202,2.565791202,2.565791202,2.565791202,2.565791202,2.565791202,Kenya
3/27/2021,475.6929042,1607,1475,1744,470.9806087,482.362995,0,0,0,0,0,0,2.377800959,2.377800959,2.377800959,2.377800959,2.377800959,2.377800959,Kenya
3/21/2021,129.6765407,366,280,450,129.6765407,129.6765407,0,0,0,0,0,0,1.82373629,1.82373629,1.82373629,1.82373629,1.82373629,1.82373629,"Korea, Republic of"
3/22/2021,130.1970365,391,307,473,130.1970365,130.1970365,0,0,0,0,0,0,2.001945757,2.001945757,2.001945757,2.001945757,2.001945757,2.001945757,"Korea, Republic of"
3/23/2021,130.7175323,466,383,545,130.7175323,130.7175323,0,0,0,0,0,0,2.566829561,2.566829561,2.566829561,2.566829561,2.566829561,2.566829561,"Korea, Republic of"
3/24/2021,131.2380281,450,371,543,130.70227,131.2380281,0,0,0,0,0,0,2.426630482,2.426630482,2.426630482,2.426630482,2.426630482,2.426630482,"Korea, Republic of"
3/25/2021,131.758524,473,388,557,130.1371531,132.4964968,0,0,0,0,0,0,2.591068815,2.591068815,2.591068815,2.591068815,2.591068815,2.591068815,"Korea, Republic of"
3/26/2021,132.2790198,467,386,561,129.6587965,133.9017915,0,0,0,0,0,0,2.532465371,2.532465371,2.532465371,2.532465371,2.532465371,2.532465371,"Korea, Republic of"
3/27/2021,132.7995156,459,372,546,128.3104031,135.3423838,0,0,0,0,0,0,2.459760441,2.459760441,2.459760441,2.459760441,2.459760441,2.459760441,"Korea, Republic of"
3/21/2021,287.255276,340,261,418,287.255276,287.255276,0,0,0,0,0,0,0.183320887,0.183320887,0.183320887,0.183320887,0.183320887,0.183320887,Latvia
3/22/2021,283.4156386,180,98,266,283.4156386,283.4156386,0,0,0,0,0,0,-0.36536226,-0.36536226,-0.36536226,-0.36536226,-0.36536226,-0.36536226,Latvia
3/23/2021,279.5760011,476,394,556,279.5760011,279.5760011,0,0,0,0,0,0,0.702417763,0.702417763,0.702417763,0.702417763,0.702417763,0.702417763,Latvia
3/24/2021,275.7363636,653,573,740,275.7174073,275.8706925,0,0,0,0,0,0,1.368085094,1.368085094,1.368085094,1.368085094,1.368085094,1.368085094,Latvia
3/25/2021,271.8967262,565,483,647,271.5619404,272.4408744,0,0,0,0,0,0,1.076654036,1.076654036,1.076654036,1.076654036,1.076654036,1.076654036,Latvia
3/26/2021,268.0570887,514,432,593,267.4139769,268.9731009,0,0,0,0,0,0,0.919307367,0.919307367,0.919307367,0.919307367,0.919307367,0.919307367,Latvia
3/27/2021,264.2174512,512,430,595,263.1741675,265.6643983,0,0,0,0,0,0,0.937224051,0.937224051,0.937224051,0.937224051,0.937224051,0.937224051,Latvia
3/21/2021,191.1609507,453,267,634,191.1609507,191.1609507,-0.357471227,-0.357471227,-0.357471227,-0.357471227,-0.357471227,-0.357471227,1.370305959,1.370305959,1.370305959,1.370305959,1.370305959,1.370305959,Lithuania
3/22/2021,190.0155898,308,130,500,190.0155898,190.0155898,0,0,0,0,0,0,0.620333128,0.620333128,0.620333128,0.620333128,0.620333128,0.620333128,Lithuania
3/23/2021,188.870229,303,113,483,188.870229,188.870229,0,0,0,0,0,0,0.605712698,0.605712698,0.605712698,0.605712698,0.605712698,0.605712698,Lithuania
3/24/2021,187.7248682,563,386,754,187.7248682,188.0948836,0,0,0,0,0,0,1.997422484,1.997422484,1.997422484,1.997422484,1.997422484,1.997422484,Lithuania
3/25/2021,186.5795073,553,366,740,185.4897127,188.2444574,0,0,0,0,0,0,1.964881499,1.964881499,1.964881499,1.964881499,1.964881499,1.964881499,Lithuania
3/26/2021,185.4341465,522,337,711,183.2203005,188.9330525,0,0,0,0,0,0,1.817551132,1.817551132,1.817551132,1.817551132,1.817551132,1.817551132,Lithuania
3/27/2021,184.2887857,503,322,689,180.5148551,190.6177224,0,0,0,0,0,0,1.731451362,1.731451362,1.731451362,1.731451362,1.731451362,1.731451362,Lithuania
3/20/2021,115.8934091,232,108,347,115.8934091,115.8934091,0,0,0,0,0,0,1.004900558,1.004900558,1.004900558,1.004900558,1.004900558,1.004900558,Luxembourg
3/21/2021,116.6651937,243,123,364,116.6651937,116.6651937,0,0,0,0,0,0,1.081622542,1.081622542,1.081622542,1.081622542,1.081622542,1.081622542,Luxembourg
3/22/2021,117.4369783,467,340,589,117.4369783,117.4369783,0,0,0,0,0,0,2.977651716,2.977651716,2.977651716,2.977651716,2.977651716,2.977651716,Luxembourg
3/23/2021,118.208763,154,29,282,117.8998444,118.4808766,0,0,0,0,0,0,0.305492864,0.305492864,0.305492864,0.305492864,0.305492864,0.305492864,Luxembourg
3/24/2021,118.9805476,251,118,372,117.7197272,119.742684,0,0,0,0,0,0,1.110818063,1.110818063,1.110818063,1.110818063,1.110818063,1.110818063,Luxembourg
3/25/2021,119.7523322,313,193,437,117.38057,121.5373467,0,0,0,0,0,0,1.614537938,1.614537938,1.614537938,1.614537938,1.614537938,1.614537938,Luxembourg
3/26/2021,120.5241169,226,98,355,116.6492816,123.1942637,0,0,0,0,0,0,0.874154533,0.874154533,0.874154533,0.874154533,0.874154533,0.874154533,Luxembourg
3/21/2021,426.6993886,1049,767,1305,426.6993886,426.6993886,0,0,0,0,0,0,1.459110231,1.459110231,1.459110231,1.459110231,1.459110231,1.459110231,Malaysia
3/22/2021,406.5036597,919,632,1186,406.5036597,406.5036597,0,0,0,0,0,0,1.260623348,1.260623348,1.260623348,1.260623348,1.260623348,1.260623348,Malaysia
3/23/2021,386.3079308,899,626,1184,386.3079308,386.3079308,0,0,0,0,0,0,1.327070198,1.327070198,1.327070198,1.327070198,1.327070198,1.327070198,Malaysia
3/24/2021,366.1122019,899,632,1187,365.7693494,367.4563881,0,0,0,0,0,0,1.455843292,1.455843292,1.455843292,1.455843292,1.455843292,1.455843292,Malaysia
3/25/2021,345.916473,860,581,1129,344.0664208,350.267074,0,0,0,0,0,0,1.485944992,1.485944992,1.485944992,1.485944992,1.485944992,1.485944992,Malaysia
3/26/2021,325.7207441,847,556,1111,321.2995133,334.1270052,0,0,0,0,0,0,1.598922435,1.598922435,1.598922435,1.598922435,1.598922435,1.598922435,Malaysia
3/27/2021,305.5250152,864,589,1157,297.4362282,317.8860525,0,0,0,0,0,0,1.827399541,1.827399541,1.827399541,1.827399541,1.827399541,1.827399541,Malaysia
3/21/2021,1638.986483,2622,264,5060,1638.986483,1638.986483,0.961002982,0.961002982,0.961002982,0.961002982,0.961002982,0.961002982,0.599143329,0.599143329,0.599143329,0.599143329,0.599143329,0.599143329,Mexico
3/22/2021,1578.075217,2307,54,4703,1578.075217,1578.075217,-6.966012309,-6.966012309,-6.966012309,-6.966012309,-6.966012309,-6.966012309,0.466490781,0.466490781,0.466490781,0.466490781,0.466490781,0.466490781,Mexico
3/23/2021,1517.163951,3524,1110,5772,1517.163951,1517.163951,-35.11942497,-35.11942497,-35.11942497,-35.11942497,-35.11942497,-35.11942497,1.346226997,1.346226997,1.346226997,1.346226997,1.346226997,1.346226997,Mexico
3/24/2021,1456.252685,3682,1560,5949,1452.339899,1459.526208,-24.17575013,-24.17575013,-24.17575013,-24.17575013,-24.17575013,-24.17575013,1.544796364,1.544796364,1.544796364,1.544796364,1.544796364,1.544796364,Mexico
3/25/2021,1395.341419,3721,1323,6132,1379.568092,1405.26045,-45.97912263,-45.97912263,-45.97912263,-45.97912263,-45.97912263,-45.97912263,1.6993586,1.6993586,1.6993586,1.6993586,1.6993586,1.6993586,Mexico
3/26/2021,1334.430153,3717,1445,5864,1304.68189,1355.253473,-21.80337251,-21.80337251,-21.80337251,-21.80337251,-21.80337251,-21.80337251,1.801543504,1.801543504,1.801543504,1.801543504,1.801543504,1.801543504,Mexico
3/27/2021,1273.518887,3221,832,5531,1227.299183,1308.830279,-35.02553021,-35.02553021,-35.02553021,-35.02553021,-35.02553021,-35.02553021,1.556570235,1.556570235,1.556570235,1.556570235,1.556570235,1.556570235,Mexico
3/21/2021,575.3931031,933,812,1053,575.3931031,575.3931031,0,0,0,0,0,0,0.622139699,0.622139699,0.622139699,0.622139699,0.622139699,0.622139699,Moldova
3/22/2021,580.2622359,777,649,898,580.2622359,580.2622359,0,0,0,0,0,0,0.338332969,0.338332969,0.338332969,0.338332969,0.338332969,0.338332969,Moldova
3/23/2021,585.1313687,1580,1455,1704,585.1313687,585.1313687,0,0,0,0,0,0,1.70068056,1.70068056,1.70068056,1.70068056,1.70068056,1.70068056,Moldova
3/24/2021,590.0005015,2033,1908,2153,589.513378,590.0940774,0,0,0,0,0,0,2.445966942,2.445966942,2.445966942,2.445966942,2.445966942,2.445966942,Moldova
3/25/2021,594.8696343,2054,1922,2186,593.4519879,595.7679057,0,0,0,0,0,0,2.452925357,2.452925357,2.452925357,2.452925357,2.452925357,2.452925357,Moldova
3/26/2021,599.7387671,1858,1730,1994,597.0677294,601.7950041,0,0,0,0,0,0,2.098010041,2.098010041,2.098010041,2.098010041,2.098010041,2.098010041,Moldova
3/27/2021,604.6078999,1882,1746,2011,599.7576124,608.4938505,0,0,0,0,0,0,2.112794267,2.112794267,2.112794267,2.112794267,2.112794267,2.112794267,Moldova
3/21/2021,166.276523,363,95,633,166.276523,166.276523,0,0,0,0,0,0,1.183546933,1.183546933,1.183546933,1.183546933,1.183546933,1.183546933,Morocco
3/22/2021,166.6881302,239,-8,486,166.6881302,166.6881302,0,0,0,0,0,0,0.433058443,0.433058443,0.433058443,0.433058443,0.433058443,0.433058443,Morocco
3/23/2021,167.0997375,412,132,674,167.0997375,167.0997375,0,0,0,0,0,0,1.463257443,1.463257443,1.463257443,1.463257443,1.463257443,1.463257443,Morocco
3/24/2021,167.5113447,462,197,741,167.5113447,170.1293004,0,0,0,0,0,0,1.758741136,1.758741136,1.758741136,1.758741136,1.758741136,1.758741136,Morocco
3/25/2021,167.9229519,450,181,721,166.7989899,173.2327808,0,0,0,0,0,0,1.682531295,1.682531295,1.682531295,1.682531295,1.682531295,1.682531295,Morocco
3/26/2021,168.3345591,438,186,738,164.3848906,177.2383261,0,0,0,0,0,0,1.604646156,1.604646156,1.604646156,1.604646156,1.604646156,1.604646156,Morocco
3/27/2021,168.7461664,456,205,736,159.540488,181.9807435,0,0,0,0,0,0,1.701139799,1.701139799,1.701139799,1.701139799,1.701139799,1.701139799,Morocco
3/21/2021,1960.870969,6994,6406,7553,1960.870969,1960.870969,0,0,0,0,0,0,2.566861254,2.566861254,2.566861254,2.566861254,2.566861254,2.566861254,Netherlands
